date,forecast,lower,upper
2015-02-15,2.834835245547266,1.8046035607912536,3.9937614103631645
2015-02-16,2.8382969205583093,1.7535532413301318,3.985187652953015
2015-02-17,2.8246502939801754,1.7459600669893727,3.938887290335623
2015-02-18,2.8305365373966493,1.7475691047929711,3.9404975734599614
2015-02-19,2.808284028880334,1.687500028858522,3.9336535012069973
2015-02-20,2.7548437828275385,1.6045918309089444,3.857364971928605
2015-02-21,2.7404854981482365,1.6200045934036014,3.8658496692473965
2015-02-22,2.7267943587677896,1.6234209411714924,3.8134022422411187
2015-02-23,2.734592179044863,1.6648435385020421,3.864478592955054
2015-02-24,2.725409136879663,1.6444614875669485,3.8398630183932925
2015-02-25,2.7355766324089488,1.674878080541216,3.8643998259258843
2015-02-26,2.7176574887752465,1.65390168436565,3.8494393067111035
2015-02-27,2.6685686625234473,1.572435820053507,3.827264412719659
2015-02-28,2.6580951106990325,1.492628095859316,3.7277599648080604
2015-03-01,2.6480397618536835,1.4832137219136994,3.752333607496313
2015-03-02,2.6590814495745385,1.5326216049631647,3.7998279634924175
2015-03-03,2.6529978974106534,1.5639031533679024,3.790314292562182
2015-03-04,2.665906300858062,1.6281834867813423,3.8098184735239107
2015-03-05,2.6506997930523393,1.5715473157260882,3.7412801831990627
2015-03-06,2.604354295539835,1.5140545264960126,3.71172610214789
2015-03-07,2.5962572012851104,1.528002395114899,3.6890674733326145
2015-03-08,2.588507742036653,1.435757132210219,3.709849326615343
2015-03-09,2.6017092490158555,1.5658927337136952,3.694751899495135
2015-03-10,2.597941316340834,1.5615194143878766,3.766408038019098
2015-03-11,2.6131464828757758,1.4400344413163932,3.791896145649418
2015-03-12,2.6005718375117586,1.4042491585197685,3.6643054916641824
2015-03-13,2.557259415727589,1.4694958845056785,3.683992524034993
2015-03-14,2.552189650801289,1.4979662655283097,3.7014226551510276
2015-03-15,2.5477326358199894,1.4623654763062068,3.7111848743205287
2015-03-16,2.564375737936353,1.4030533717796208,3.6426325615855277
2015-03-17,2.564446460523656,1.4593604315507285,3.725535618527576
2015-03-18,2.5836471892898785,1.5164404161380047,3.616348037861592
2015-03-19,2.5755042822209124,1.3405956867928852,3.738474280404728
2015-03-20,2.5370446623140506,1.4437905090292495,3.5714980211165583
2015-03-21,2.536756907770761,1.4220266937787462,3.7151052629922745
2015-03-22,2.5371964079877567,1.4040580855707898,3.6943591249918244
2015-03-23,2.5586513633491115,1.4787377992251272,3.7101917641022233
2015-03-24,2.563619313670884,1.4424734977482172,3.653218814148492
2015-03-25,2.5874927565665184,1.5473214525936276,3.6756137483314193
2015-03-26,2.584018280153495,1.5704582801827154,3.7219520028109674
2015-03-27,2.550161577496367,1.430788760236312,3.672136953629427
2015-03-28,2.553887996313061,1.4976073556503986,3.6566894314968965
2015-03-29,2.5579229445165046,1.4187418556906208,3.685573664316219
2015-03-30,2.5823571205800078,1.4551495058266195,3.702541582764141
2015-03-31,2.5898770130325057,1.5412763747251157,3.6339071334664435
2015-04-01,2.615601142617104,1.5289818373442376,3.630979871396561
2015-04-02,2.6135484403759524,1.4865145949503191,3.7497483096742834
2015-04-03,2.5806903589611023,1.47267312046845,3.602119350013004
2015-04-04,2.5845490675705207,1.4712308758382888,3.687843903922672
2015-04-05,2.5881108567755367,1.5372891815858563,3.692923792676941
2015-04-06,2.611367980505774,1.5311988600912638,3.724113022692286
2015-04-07,2.617300218056896,1.534482334276376,3.748127391436004
2015-04-08,2.640858630431211,1.5085680388949745,3.706587943823749
2015-04-09,2.63643996834419,1.5231078063593273,3.6906276989521984
2015-04-10,2.6011226581248907,1.51943900053564,3.785519309484927
2015-04-11,2.602079512571159,1.445747527456427,3.6278672941588956
2015-04-12,2.60264119619356,1.5649003414981915,3.7141949286061933
2015-04-13,2.6227720225417883,1.5129135772838154,3.6720906673189972
2015-04-14,2.625800288998541,1.486769347927034,3.653430304254559
2015-04-15,2.6465476972779713,1.5440857772653511,3.7035531297670037
2015-04-16,2.6398084410711324,1.5561279196862365,3.764447207567951
2015-04-17,2.6027682610190017,1.5463822955172981,3.7561702447802405
2015-04-18,2.602231439285305,1.458836908854696,3.73476673569709
2015-04-19,2.6018346774517136,1.4510872604217797,3.6560378992182607
2015-04-20,2.6214577791281104,1.4998804761665145,3.733651043176391
2015-04-21,2.624704240714853,1.5705931314440913,3.6252906661108395
2015-04-22,2.6461783309467797,1.5706727678302443,3.6752552834980845
2015-04-23,2.6409713073554926,1.594286458065104,3.7446241794902715
2015-04-24,2.606266372165638,1.5576596464162502,3.7351643697911485
2015-04-25,2.6083830814153677,1.5441715972322954,3.7562657150358327
2015-04-26,2.611144972050638,1.5180321487236779,3.6853621144016837
2015-04-27,2.634228572048445,1.5558482387188317,3.784842801366537
2015-04-28,2.641397691295477,1.6249270541518328,3.7920621745260688
2015-04-29,2.6669315018939135,1.5744005577216822,3.788649785305315
2015-04-30,2.6661210209925805,1.5267689414037389,3.7047349756468573
2015-05-01,2.636062804994016,1.4681314048590484,3.651703997257776
2015-05-02,2.6425232231619504,1.5227023869597014,3.7819182308430097
2015-05-03,2.649461820531065,1.534736719378129,3.727846188212985
2015-05-04,2.6763201167834483,1.4711231040388038,3.8046272997288426
2015-05-05,2.687010486818749,1.6103917745596108,3.7350582760215847
2015-05-06,2.715495530732362,1.5499114606112205,3.882314557084289
2015-05-07,2.7172945005152265,1.5995319906983416,3.772329594472202
2015-05-08,2.6894648066147266,1.5690234526646696,3.768458323529131
2015-05-09,2.697284653107387,1.5953890426990445,3.815021637476602
2015-05-10,2.7049301008870494,1.6793022631735994,3.7856236431486985
2015-05-11,2.731701148068764,1.644560137260869,3.891301450653541
2015-05-12,2.741762297084508,1.6526291977381835,3.7661261851357097
2015-05-13,2.7688700035577023,1.5948468901047617,3.976962370033841
2015-05-14,2.768885626765572,1.7116275415911606,3.9287573771713697
2015-05-15,2.7389412243920983,1.6170867995001506,3.852098325141934
2015-05-16,2.743937030567237,1.5577523212203697,3.8457172275471625
2015-05-17,2.7483688135071733,1.6308586702607417,3.7780821423930417
2015-05-18,2.7714880555086467,1.5842530614465846,3.8115980176390045
2015-05-19,2.7777913446768507,1.6033680782044388,3.899264089875307
2015-05-20,2.800893454333202,1.7442807898929196,3.9263499641674215
2015-05-21,2.7970448607740286,1.6548307177983212,3.945888104556714
2015-05-22,2.763480426254116,1.6683567842291684,3.8634830759941687
2015-05-23,2.764730922932285,1.654036485298387,3.8475364382732975
2015-05-24,2.7656005241895585,1.6037421507501106,3.840072390291637
2015-05-25,2.7852615612407035,1.5473233673030766,3.7951300911076338
2015-05-26,2.788493852128762,1.8185349332515595,3.877775628225838
2015-05-27,2.8087051259546345,1.6559027436582268,3.8911320764387374
2015-05-28,2.8024553753213843,1.7334693026142602,3.8963612890990507
2015-05-29,2.766991181525131,1.597194986187537,3.8337164786285687
2015-05-30,2.766374442497269,1.5804923698122697,3.8027237206612643
2015-05-31,2.7656134618391737,1.6088383885070143,3.846205187562164
2015-06-01,2.7836959495117846,1.6605148042746731,3.899566401208328
2015-06-02,2.7855820402933698,1.6780280889260422,3.8624485568632854
2015-06-03,2.804375783496411,1.6727545524134793,3.7775533554973073
2015-06-04,2.7968598998177576,1.672926011010339,3.824682998125066
2015-06-05,2.7602190516212075,1.6872441486678487,3.889630343284261
2015-06-06,2.757988701702771,1.6420024706527154,3.868267626163385
2015-06-07,2.7553422516510273,1.5643679839366949,3.843873291735793
2015-06-08,2.7710641770663624,1.6651441077069218,3.8714723903416237
2015-06-09,2.7702979948225015,1.7031792602516898,3.911595944417624
2015-06-10,2.785869394872829,1.6875978236625881,3.8130779287953653
2015-06-11,2.7748312638677852,1.749260420182887,3.864299433774036
2015-06-12,2.7343750385089063,1.65331141144665,3.8366744386419422
2015-06-13,2.72759812054667,1.604226695053722,3.7952976302114014
2015-06-14,2.7199448110340914,1.5708155848701761,3.832484981185486
2015-06-15,2.7301167027380098,1.7084510659084904,3.9571899955297685
2015-06-16,2.723572169776876,1.6318979988332152,3.794499131247707
2015-06-17,2.7329972587395557,1.6281529345106511,3.8887565523838377
2015-06-18,2.7158567481195695,1.6404645442330197,3.850532154349116
2015-06-19,2.6694891262320377,1.57410776930164,3.7527185071867426
2015-06-20,2.656688006050759,1.638505742600055,3.73652326455315
2015-06-21,2.643292336099472,1.6066263058970502,3.7669862900579405
2015-06-22,2.648029704416668,1.61018840478426,3.728240115716312
2015-06-23,2.6367633124790144,1.4996493314482084,3.7250138049700707
2015-06-24,2.642107022513907,1.4849989458922583,3.7195382481795884
2015-06-25,2.621979401681187,1.4891712042644254,3.6577385229603467
2015-06-26,2.5738799286978042,1.5117288268871893,3.713754944283563
2015-06-27,2.5602827539012445,1.4618914589678578,3.6635849487780776
2015-06-28,2.547375339552205,1.4872797389125851,3.6564200230366066
2015-06-29,2.553834679544586,1.4510815374623423,3.6727502539801526
2015-06-30,2.5458226335497494,1.3435007325665345,3.636482510792961
2015-07-01,2.5557468738735336,1.4588960431171112,3.67068401483955
2015-07-02,2.54182049593152,1.448795009063121,3.6390908699774487
2015-07-03,2.501522819676279,1.3423846037604565,3.6049637457563444
2015-07-04,2.4968095686359524,1.3706548980468796,3.6914580959250247
2015-07-05,2.494004622737628,1.4065994171786291,3.62145526983372
2015-07-06,2.511514329027512,1.417645081130488,3.64027467556104
2015-07-07,2.5155767303920586,1.391973977748869,3.6731976204183976
2015-07-08,2.5381741600179493,1.4622923971459794,3.5757764071071763
2015-07-09,2.5376042261366227,1.3223191427158107,3.5925441259491717
2015-07-10,2.511130918172649,1.430815285406921,3.6607390071427055
2015-07-11,2.5200166588244053,1.4267750559707717,3.6229859212438154
2015-07-12,2.530572214420386,1.4088164812918922,3.5960091841696493
2015-07-13,2.5608135883269125,1.4561531762123063,3.636188510483421
2015-07-14,2.576968951351815,1.3930314218235282,3.658506372122779
2015-07-15,2.61054589194503,1.5901398753364817,3.7603920474704253
2015-07-16,2.619915890191232,1.5818393699598834,3.757896821791625
2015-07-17,2.6021568793467806,1.4617619338766235,3.743246476206438
2015-07-18,2.6179073114184037,1.4329965754601401,3.7075198231690845
2015-07-19,2.6335733361816303,1.6525656081855198,3.679550115510215
2015-07-20,2.6669263675552553,1.620714593311994,3.8565145490603063
2015-07-21,2.6843648212217572,1.5949718556601284,3.745487905545926
2015-07-22,2.7171322043792983,1.6441546186079687,3.8381238705235416
2015-07-23,2.723910429532958,1.6643886280819817,3.7118033752259807
2015-07-24,2.7018484604300435,1.652138707415507,3.853833675495816
2015-07-25,2.711232430743982,1.6632309541027286,3.74851840532954
2015-07-26,2.7188436910947424,1.510206763657141,3.783426199646056
2015-07-27,2.742490369674442,1.6714722480605264,3.7942935122436654
2015-07-28,2.749017131314231,1.616215926255162,3.8888176651757766
2015-07-29,2.7696673891766053,1.6726695644629477,3.845107683942319
2015-07-30,2.7636789836260096,1.6738847226760405,3.814044454962064
2015-07-31,2.7284928502533967,1.6166914092327018,3.8270395696618036
2015-08-01,2.724233701479822,1.6213846549351243,3.7940435446610605
2015-08-02,2.7182141690660773,1.5809209818256718,3.8624095455609315
2015-08-03,2.728396431538848,1.6299059308776855,3.857546374999876
2015-08-04,2.722147018045859,1.6591466379488276,3.8546193303261096
2015-08-05,2.7307411972512106,1.6054827862093544,3.808688604213534
2015-08-06,2.713960162717828,1.5394710238673033,3.6859942446288927
2015-08-07,2.669479976452478,1.6177018433186008,3.7114715296231653
2015-08-08,2.6571641754763475,1.619622243952078,3.793422286265065
2015-08-09,2.6447164478969207,1.502932162541162,3.7509905080099384
2015-08-10,2.6500757802585695,1.5743855336328503,3.8005602813162285
2015-08-11,2.6409206865480783,1.5472831388181394,3.73849393458272
2015-08-12,2.6483209695725036,1.5228474198507116,3.803222126531871
2015-08-13,2.632342289182343,1.5127956959683646,3.764423554853198
2015-08-14,2.5906217868700434,1.4922201324035,3.6809917968058126
2015-08-15,2.582479386267578,1.4435532027671438,3.70523868076315
2015-08-16,2.57572595990181,1.4738112860240835,3.608251367994551
2015-08-17,2.5879989616775063,1.4484856161474626,3.6511165264568692
2015-08-18,2.587022874276821,1.5457653390105595,3.7171308611862304
2015-08-19,2.6034147890824686,1.4211088545588544,3.715077073422802
2015-08-20,2.597302290434126,1.459070402219552,3.7591046615138923
2015-08-21,2.5660910298533386,1.3830945836261543,3.7265970712886034
2015-08-22,2.568399190665199,1.4421400705619158,3.605366530947522
2015-08-23,2.5720247050298477,1.3716491322565665,3.7130020642912918
2015-08-24,2.594223932805272,1.45902506870683,3.693218466721128
2015-08-25,2.6027298292798933,1.556217366707889,3.748347121884161
2015-08-26,2.6277117536343946,1.5464821053588678,3.597748608077074
2015-08-27,2.6294059837527537,1.484541774116022,3.6833038282240604
2015-08-28,2.605073484701488,1.4928157698565483,3.6465088527453977
2015-08-29,2.6127547660819657,1.4617333309882123,3.7637854614538915
2015-08-30,2.620392442534146,1.4244155468774629,3.735701925768879
2015-08-31,2.64504842182187,1.5587774359538493,3.6715263378883773
2015-09-01,2.6546745519424104,1.595016089642583,3.7240885608489918
2015-09-02,2.679220857919615,1.4551299810224512,3.736341512192053
2015-09-03,2.6792724862467336,1.6372050351844787,3.7639968532202306
2015-09-04,2.652191234160417,1.5874006290310045,3.753847078181663
2015-09-05,2.655684306944324,1.533937542571713,3.756726078555362
2015-09-06,2.658075843353736,1.5536086963458433,3.7603257585578707
2015-09-07,2.676456517772441,1.6580518065972452,3.8025225808976133
2015-09-08,2.6792010152002637,1.5246745267276596,3.7084377177526058
2015-09-09,2.6962196355607393,1.652872753959343,3.821869444711975
2015-09-10,2.6885973275600334,1.5060214052013565,3.8366085153668714
2015-09-11,2.653915468520566,1.5969875230263864,3.7370966307877005
2015-09-12,2.649631927407082,1.488962440925744,3.729438758022402
2015-09-13,2.6444999374228857,1.4942814491859944,3.7977656654426766
2015-09-14,2.655649504446836,1.565057488781261,3.7591903402096856
2015-09-15,2.6518521178157592,1.548918978509847,3.768438556349988
2015-09-16,2.6629171238528273,1.5221366321347132,3.7996264306461094
2015-09-17,2.6503351958505315,1.6121137068830946,3.7296526905712977
2015-09-18,2.6117835820598847,1.4980398181368568,3.674049196515801
2015-09-19,2.604321465693959,1.4281832017518536,3.6550652034471045
2015-09-20,2.5969608321224014,1.5442618293805344,3.6471407153994444
2015-09-21,2.606684852798479,1.4239254454224963,3.6974056195337903
2015-09-22,2.602465375371824,1.4745472202417524,3.65336944147816
2015-09-23,2.6138098279066173,1.566079570545536,3.73107463323624
2015-09-24,2.6024149434348622,1.4466161856684754,3.786454341628835
2015-09-25,2.565861190446393,1.3963965660085251,3.6368679500264545
2015-09-26,2.5606288833504887,1.361491863703508,3.7895797188197125
2015-09-27,2.5558260887993165,1.4453792342185774,3.551485026919926
2015-09-28,2.568148484503707,1.4673543852652666,3.646870391744753
2015-09-29,2.5666534646301384,1.467838659430573,3.619439336020646
2015-09-30,2.580460646013612,1.3943597482399468,3.660409066769414
2015-10-01,2.5714180762815784,1.469480516134863,3.674806828256413
2015-10-02,2.536987179179375,1.4057593872030134,3.5781725320260804
2015-10-03,2.5330800219808536,1.3763852622897186,3.768569014682991
2015-10-04,2.528943737899324,1.325621166433439,3.63592490797329
2015-10-05,2.5410604306535984,1.5215441942243144,3.688632724332238
2015-10-06,2.5386756044742986,1.3857520129293197,3.7103012416148395
2015-10-07,2.550649192635658,1.4150986485596104,3.6766220634525606
2015-10-08,2.5391304705177276,1.4879286637952442,3.682544047865944
2015-10-09,2.501629148150416,1.3320740865906469,3.66546478399386
2015-10-10,2.493668962751076,1.4311648215217039,3.5877011012845834
2015-10-11,2.4848234578061223,1.3461093642164645,3.5254856399042467
2015-10-12,2.491550590046981,1.4154184550963398,3.5191470649684358
2015-10-13,2.48347010584701,1.3862333605617432,3.575726545597021
2015-10-14,2.489359825415392,1.3676974357766725,3.578918048030869
2015-10-15,2.4718342493938206,1.3240633719692347,3.6624452405934007
2015-10-16,2.428597177165752,1.3445491109037846,3.5758705963803203
2015-10-17,2.4149075159133484,1.3000998479004646,3.5658474056285576
2015-10-18,2.400762928320628,1.2170109314376931,3.455721698071094
2015-10-19,2.4026663642415302,1.2422220236304518,3.4931621165245392
2015-10-20,2.3906503856420467,1.2776518887797594,3.5279020182133785
2015-10-21,2.393417536138492,1.27832851686993,3.527035539624738
2015-10-22,2.3740223230387953,1.2625082722777654,3.469368885536098
2015-10-23,2.330305896907522,1.307466187141794,3.4237563452347923
2015-10-24,2.3171754444419412,1.252435303961499,3.4545261051541836
2015-10-25,2.3049378599171804,1.1395342850776597,3.4095655384946224
2015-10-26,2.3100010797282873,1.1814982535490464,3.4028011093437387
2015-10-27,2.3026488736600603,1.2055715666859317,3.445517949198784
2015-10-28,2.3113293574900555,1.2309171395388947,3.401635414075539
2015-10-29,2.299344835226328,1.1215018761072644,3.4450713382857274
2015-10-30,2.264473328811514,1.1522316507471988,3.3516873334828645
2015-10-31,2.2610665184492587,1.2221092464229437,3.4508533254200833
2015-11-01,2.2595384439155777,1.145746418282425,3.3848692315686937
2015-11-02,2.2760065591264276,1.0908923221663713,3.426189696938871
2015-11-03,2.280821690807393,1.2782851389299041,3.32225538813552
2015-11-04,2.3020090598093668,1.1268767594185491,3.42038590978735
2015-11-05,2.3029699053095167,1.1195602973659602,3.4065613486177537
2015-11-06,2.281293247757666,1.2238456895772538,3.2803504378557613
2015-11-07,2.2906751423328084,1.1758258275502442,3.4367999420410995
2015-11-08,2.301564497506855,1.1362788334303078,3.4649408091919045
2015-11-09,2.3297452171051414,1.2323605380444413,3.409291301188884
2015-11-10,2.345621952303717,1.3013452419215745,3.416925917175824
2015-11-11,2.376813514656314,1.246748297281749,3.450384684521908
2015-11-12,2.386865440806143,1.2800882816935453,3.4877947030329466
2015-11-13,2.373250460205573,1.3246795556451494,3.4394405830569057
2015-11-14,2.3891069011927906,1.2761610444938667,3.5466499003328655
2015-11-15,2.4050389048914385,1.2768404142642575,3.4475739052123657
2015-11-16,2.436636455436628,1.3261916122375637,3.539948641647301
2015-11-17,2.454513343315248,1.4120824035731323,3.515146562560682
2015-11-18,2.4860491081000244,1.3913052398245558,3.530422210538065
2015-11-19,2.495108509140518,1.458204351907433,3.5718765554633998
2015-11-20,2.479226600246332,1.3589118955866681,3.566900618485325
2015-11-21,2.4911622352148313,1.3996883796384518,3.5374252002161883
2015-11-22,2.5018487721463893,1.4150839126765087,3.6072439666885936
2015-11-23,2.5268483316763524,1.4947219771966413,3.6835278015175716
2015-11-24,2.537138643148107,1.4404494168941917,3.5356904648993646
2015-11-25,2.5600005952720717,1.4155889624482076,3.7200847690002803
2015-11-26,2.559742159210109,1.479959847103844,3.6286739463756645
2015-11-27,2.5340661313314268,1.5146509513415765,3.698957219109628
2015-11-28,2.5354373446234164,1.4398089022860816,3.582539699743755
2015-11-29,2.535183029523689,1.5409307999675483,3.5571625292665594
2015-11-30,2.5488810240604036,1.458107359093905,3.686615271301684
2015-12-01,2.5478957670284763,1.431226909887692,3.5993879102267066
2015-12-02,2.559412228793803,1.3995719232283503,3.6299071978591004
2015-12-03,2.5481655215469416,1.4480184567783823,3.6079045514311083
2015-12-04,2.5119929504355625,1.4492614071158572,3.635649727151149
2015-12-05,2.5030169101912185,1.3919328722963273,3.719488974264611
2015-12-06,2.492897147145787,1.43873824695884,3.5823542980785166
2015-12-07,2.4971553528340142,1.4226628993781396,3.6109250912386197
2015-12-08,2.487462841924215,1.41561270494068,3.613494109421762
2015-12-09,2.49082342671365,1.338343986545422,3.5262312569425345
2015-12-10,2.4723112262095315,1.4137509190391784,3.532090025136397
2015-12-11,2.4298094127545897,1.3774520872519918,3.585121373783985
2015-12-12,2.41501099089275,1.215580691427588,3.5806876469198357
2015-12-13,2.399824910860888,1.2605687073761223,3.5373368465584636
2015-12-14,2.3996387029759196,1.2740077440838018,3.5075244897412245
2015-12-15,2.3863591699525055,1.293321808806266,3.5417565147376484
2015-12-16,2.3867451845654495,1.3326964778691652,3.5188512438385438
2015-12-17,2.3661543169866603,1.354476055611617,3.525148282375696
2015-12-18,2.3224685388915325,1.1968293526831677,3.471858489366809
2015-12-19,2.3069128037324473,1.1564876164643418,3.39355315112107
2015-12-20,2.291614613851452,1.2978383443813608,3.407337195354313
2015-12-21,2.2918040165352354,1.148500980615399,3.400116626860352
2015-12-22,2.2796063945990688,1.1199991088658925,3.3233486705064825
2015-12-23,2.2815240850967164,1.141789879837113,3.444452238669612
2015-12-24,2.2631905926478817,1.1585703061358972,3.353614102040622
2015-12-25,2.22248194726396,1.1445096705225775,3.2667429573056683
2015-12-26,2.210151770148864,1.0968782053476445,3.3014826831507156
2015-12-27,2.198543024444148,1.0145485375880554,3.2525875024308433
2015-12-28,2.2027242035297685,1.090099004811286,3.269516457120243
2015-12-29,2.1950332004937962,1.0767644877919038,3.320470759186708
2015-12-30,2.2017069211964455,1.1041357290335034,3.2798826225264937
2015-12-31,2.188642483996365,1.10346255018813,3.289949416209871
2016-01-01,2.153693883907398,1.0140552122336597,3.242561768599031
2016-01-02,2.1471234637449412,1.004002962258337,3.263505571713959
2016-01-03,2.14146604003167,1.0577610273516929,3.205351824157325
2016-01-04,2.1516017407115147,1.1351158558495942,3.221899109624172
2016-01-05,2.1500516599676263,1.0666291616004306,3.321230231122633
2016-01-06,2.162756395420902,1.0089258658528868,3.2739166085280984
2016-01-07,2.1558453527014843,1.055088266897301,3.2986210993540683
2016-01-08,2.127119980966495,1.020057377358751,3.265921448536235
2016-01-09,2.1263230129885624,1.0262889262536254,3.2525300284375582
2016-01-10,2.126156376111048,1.0166259877708528,3.1917371102229057
2016-01-11,2.141292080847633,1.0663004214948462,3.307510064478512
2016-01-12,2.1444209988616123,1.0023537553765247,3.214212170201503
2016-01-13,2.161181544584734,1.1184805315041086,3.320263783401412
2016-01-14,2.1579381367694777,0.9740436811715334,3.327035145483207
2016-01-15,2.1324518437301476,1.0512926347447096,3.223956270487906
2016-01-16,2.1339679779368335,1.0655094992590295,3.296946756751478
2016-01-17,2.135388093728677,1.0146860365724941,3.2235109978692202
2016-01-18,2.151218922689292,1.1210875000825995,3.2233019626125006
2016-01-19,2.1543739528084394,1.0339650612767328,3.279226506843474
2016-01-20,2.1702516130317364,1.0309700835067712,3.255470839653571
2016-01-21,2.1655219397249796,1.042624997625376,3.2814314966173246
2016-01-22,2.137983388314627,1.0724166099119277,3.23134067679223
2016-01-23,2.136467276996697,1.0104252096053075,3.2407791266488104
2016-01-24,2.134162141973365,0.9875220260785098,3.2640201603203858
2016-01-25,2.1454988126370997,1.0447759505113876,3.2867030518856475
2016-01-26,2.143702759824571,0.9548360580600843,3.142410685633158
2016-01-27,2.1540196835802,1.0410957456351528,3.2552107696796644
2016-01-28,2.1435082778014083,0.982035043881393,3.2175849844159776
2016-01-29,2.110081156371483,1.008864689915825,3.2331115001730004
2016-01-30,2.102224210043135,1.0229134775216664,3.1388891243560195
2016-01-31,2.0934715577454392,1.034275763421905,3.277336653744327
2016-02-01,2.098225228665158,0.9660872588676397,3.141354206123337
2016-02-02,2.090057023091372,1.0050362590482327,3.1782384324882655
2016-02-03,2.094080563457825,0.884759893831576,3.1124657470019828
2016-02-04,2.0777495649351487,0.9686671108069465,3.192668299805554
2016-02-05,2.039082652622271,0.9204719017832713,3.147819542485376
2016-02-06,2.0261977873065824,0.9543268472185805,3.185895131275161
2016-02-07,2.0183013578406883,0.9978057731660238,3.284426477667741
2016-02-08,2.0243722768655523,0.7932125512183705,3.135458932618936
2016-02-09,2.0181701050604466,0.8725326529279823,3.171670415782707
2016-02-10,2.024773709078765,0.932337493488075,3.1450390563664294
2016-02-11,2.0116233746720136,0.9421470523959197,3.1109570019900494
2016-02-12,1.9765685985396444,0.8626185906245383,3.0327697339746313
2016-02-13,1.9679909905068556,0.9451825699292336,3.0574691508861833
2016-02-14,1.9596061318432576,0.8379996205625632,3.2265438678754355
2016-02-15,1.9659139234267908,0.8712246673283006,3.0167144698455792
2016-02-16,1.9603870280206683,0.843841972261356,3.102304651499471
2016-02-17,1.9682865622998489,0.8932124471519447,3.1226454640160504
2016-02-18,1.9566912893923978,0.8710445397674001,3.028815269298105
2016-02-19,1.923367082121364,0.8149154176738559,3.004487409741071
2016-02-20,1.917076232484877,0.8291491539598383,2.988305285749694
2016-02-21,1.9112206562752099,0.8848986198953154,3.026473218635014
2016-02-22,1.9203648970839635,0.8415095617302306,3.0983639778979146
2016-02-23,1.9176695978834122,0.803064290850675,2.990112414351872
2016-02-24,1.9285663262670132,0.8483047556785832,2.9780451430835266
2016-02-25,1.9197738346610111,0.859904430272005,3.0181668256525795
2016-02-26,1.888988793168132,0.7845864586594132,2.981099992509332
2016-02-27,1.8853807277910313,0.7762761932267893,2.980850436616768
2016-02-28,1.882075440659858,0.7548128553634031,2.9585785819875094
2016-02-29,1.8937492223430068,0.827975973428015,2.9653986990393144
2016-03-01,1.8933056332669023,0.7063641037593086,3.054388654316655
